animal_id,date_samplecollection,edta_1,edta_1_position,edta_1_available,edta_2,edta_2_position,edta_2_available,edta_3,edta_3_position,edta_3_available,serum_1,serum_1_position,serum_1_available,serum_2_box,serum_2_position,serum_2_available,serum_3,serum_3_position,serum_3_available,serum_4,serum_4_position,serum_4_available,hep_1,hep_1_position,hep_1_available,hep_2,hep_2_position,hep_2_available,hep_3,hep_3_position,hep_3_available,surplus,surplus_position,surplus_available,hair,FTA_1,FTA_2,FTA_3,infant_sample,comment
24AE49_6K2N,2024-11-14,Box 2A,C2,true,Box 2B,C2,true,Box 1C,,false,Box 2D,,true,Box 2E,C2,false,Box 2F,C2,,Box 2G,C2,,Box 2H,C2,true,Box 2I,C2,true,Box 2J,C2,,Box 2K,,,,,,,,
24AE50_2W5H,2024-11-14,Box 2A,C3,true,Box 2B,C3,true,Box 1C,,false,Box 2D,,true,Box 2E,C3,true,Box 2F,C3,,Box 2G,C3,,Box 2H,C3,true,Box 2I,C3,true,Box 2J,C3,,Box 2K,,,,,,,,
24AE51_515U,2024-11-14,Box 2A,C4,true,Box 2B,C4,true,Box 1C,,false,Box 2D,,true,Box 2E,C4,true,Box 2F,C4,,Box 2G,C4,,Box 2H,C4,true,Box 2I,C4,true,Box 2J,C4,,Box 2K,,,,,,,,
24AE52_3X5S,2024-11-15,Box 2A,C5,true,Box 2B,C5,true,Box 1C,,false,Box 2D,,true,Box 2E,C5,false,Box 2F,C5,,Box 2G,C5,,Box 2H,C5,true,Box 2I,C5,true,Box 2J,C5,,Box 2K,,,,,,,,
24AE53_5D3D,2024-11-15,Box 2A,C6,false,Box 2B,C6,false,Box 1C,,false,Box 2D,,,Box 2E,C6,,Box 2F,C6,,Box 2G,C6,,Box 2H,C6,,Box 2I,C6,,Box 2J,C6,,Box 2K,,,,,,,,
24AE54_0F9Q,2024-11-15,Box 2A,C7,true,Box 2B,C7,false,Box 1C,,false,Box 2D,,true,Box 2E,C7,true,Box 2F,C7,,Box 2G,C7,,Box 2H,C7,true,Box 2I,C7,,Box 2J,C7,,Box 2K,,,,,,,,
24AE55_1K4V,2024-11-15,Box 2A,C8,true,Box 2B,C8,false,Box 1C,,false,Box 2D,,true,Box 2E,C8,true,Box 2F,C8,,Box 2G,C8,,Box 2H,C8,true,Box 2I,C8,true,Box 2J,C8,,Box 2K,,,,,,,,
24AE56_6F5I,2024-11-15,Box 2A,C9,true,Box 2B,C9,false,Box 1C,,false,Box 2D,,true,Box 2E,C9,false,Box 2F,C9,,Box 2G,C9,,Box 2H,C9,true,Box 2I,C9,,Box 2J,C9,,Box 2K,,,,,,,,
24AE57_2R3C,2024-11-16,Box 2A,D1,true,Box 2B,D1,false,Box 1C,,false,Box 2D,,true,Box 2E,D1,true,Box 2F,D1,,Box 2G,D1,,Box 2H,D1,true,Box 2I,D1,,Box 2J,D1,,Box 2K,,,,,,,,
24AE58_2T5B,2024-11-18,Box 2A,D2,true,Box 2B,D2,false,Box 1C,,false,Box 2D,,true,Box 2E,D2,true,Box 2F,D2,,Box 2G,D2,,Box 2H,D2,true,Box 2I,D2,true,Box 2J,D2,true,Box 2K,,,,,,,,
24AE59_7L5B,2024-11-19,Box 2A,D3,true,Box 2B,D3,true,Box 1C,A3,true,Box 2D,,true,Box 2E,D3,true,Box 2F,D3,true,Box 2G,D3,false,Box 2H,D3,true,Box 2I,D3,true,Box 2J,D3,,Box 2K,,,,,,,,
24AE60_1A8K,,Box 2A,D4,true,Box 2B,D4,true,Box 1C,,false,Box 2D,,true,Box 2E,D4,true,Box 2F,D4,true,Box 2G,D4,false,Box 2H,D4,true,Box 2I,D4,true,Box 2J,D4,,Box 2K,,,,,,,,
24AE61_5B3V,2024-11-19,Box 2A,D5,true,Box 2B,D5,true,Box 1C,,false,Box 2D,,true,Box 2E,D5,true,Box 2F,D5,true,Box 2G,D5,false,Box 2H,D5,true,Box 2I,D5,false,Box 2J,D5,,Box 2K,,,,,,,,
24AE62_9K6O,,Box 2A,D6,true,Box 2B,D6,true,Box 1C,,false,Box 2D,,true,Box 2E,D6,true,Box 2F,D6,true,Box 2G,D6,false,Box 2H,D6,true,Box 2I,D6,true,Box 2J,D6,,Box 2K,,,,,,,,
24AE63_7H7Z,2024-11-19,Box 2A,D7,true,Box 2B,D7,false,Box 1C,A4,true,Box 2D,,true,Box 2E,D7,true,Box 2F,D7,true,Box 2G,D7,false,Box 2H,D7,true,Box 2I,D7,true,Box 2J,D7,,Box 2K,,,,,,,,
24AE64,,Box 2A,D8,false,Box 2B,D8,false,Box 1C,,false,Box 2D,,true,Box 2E,D8,true,Box 2F,D8,true,Box 2G,D8,,Box 2H,D8,true,Box 2I,D8,false,Box 2J,D8,,Box 2K,,,,,,,,
24AE65_0J5A,2024-11-20,Box 2A,D9,false,Box 2B,D9,false,Box 1C,,false,Box 2D,,true,Box 2E,D9,true,Box 2F,D9,false,Box 2G,D9,,Box 2H,D9,true,Box 2I,D9,false,Box 2J,D9,,Box 2K,,,,,,,,
24AE66_3H6P,2024-11-20,Box 2A,E1,false,Box 2B,E1,false,Box 1C,,false,Box 2D,,true,Box 2E,E1,true,Box 2F,E1,true,Box 2G,E1,,Box 2H,E1,true,Box 2I,E1,false,Box 2J,E1,,Box 2K,,,,,,,,
24AE67_8G6T,2024-11-20,Box 2A,E2,false,Box 2B,E2,false,Box 1C,,false,Box 2D,,true,Box 2E,E2,true,Box 2F,E2,true,Box 2G,E2,,Box 2H,E2,true,Box 2I,E2,false,Box 2J,E2,,Box 2K,,,,,,,,
24AE68_2Z5G,2024-11-20,Box 2A,E3,false,Box 2B,E3,false,Box 1C,,false,Box 2D,,true,Box 2E,E3,true,Box 2F,E3,true,Box 2G,E3,true,Box 2H,E3,true,Box 2I,E3,false,Box 2J,E3,,Box 2K,,,,,,,,
24AE69_6F3L,2024-11-20,Box 2A,E4,false,Box 2B,E4,false,Box 1C,,false,Box 2D,,true,Box 2E,E4,true,Box 2F,E4,true,Box 2G,E4,,Box 2H,E4,true,Box 2I,E4,false,Box 2J,E4,,Box 2K,,,,,,,,
24AE70_9Y9Y,2024-11-20,Box 2A,E5,false,Box 2B,E5,false,Box 1C,,false,Box 2D,,true,Box 2E,E5,true,Box 2F,E5,false,Box 2G,E5,false,Box 2H,E5,true,Box 2I,E5,false,Box 2J,E5,false,Box 2K,,,,,,,,
24AE71_4V3G,,Box 2A,E6,true,Box 2B,E6,false,Box 1C,,false,Box 2D,,true,Box 2E,E6,true,Box 2F,E6,true,Box 2G,E6,false,Box 2H,E6,true,Box 2I,E6,true,Box 2J,E6,false,Box 2K,,,,,,,,
24AE72_5P4W,2024-11-21,Box 2A,E7,true,Box 2B,E7,false,Box 1C,,false,Box 2D,,true,Box 2E,E7,true,Box 2F,E7,true,Box 2G,E7,false,Box 2H,E7,true,Box 2I,E7,false,Box 2J,E7,false,Box 2K,,,,,,,,
24AE73_1B2C,2024-11-21,Box 2A,E8,true,Box 2B,E8,false,Box 1C,,false,Box 2D,,true,Box 2E,E8,true,Box 2F,E8,true,Box 2G,E8,false,Box 2H,E8,true,Box 2I,E8,false,Box 2J,E8,false,Box 2K,,,,,,,,
24AE74_3D4E,2024-09-07,Box 2A,E9,true,Box 2B,E9,false,Box 1C,,false,Box 2D,,true,Box 2E,E9,true,Box 2F,E9,true,Box 2G,E9,false,Box 2H,E9,true,Box 2I,E9,false,Box 2J,E9,false,Box 2K,,,,,,,,
24AE75_5F6G,2024-11-21,Box 2A,F1,true,Box 2B,F1,false,Box 1C,,false,Box 2D,,true,Box 2E,F1,true,Box 2F,F1,true,Box 2G,F1,false,Box 2H,F1,true,Box 2I,F1,false,Box 2J,F1,false,Box 2K,,,,,,,,
25AA01_1G2H,2025-07-07,Box 2A,F2,true,Box 2B,F2,true,Box 1C,,false,Box 2D,,true,Box 2E,F2,true,Box 2F,F2,false,Box 2G,F2,false,Box 2H,F2,true,Box 2I,F2,true,Box 2J,F2,false,Box 2K,,,,,,,,
25AA02_3I4J,2025-07-07,Box 2A,F3,true,Box 2B,F3,false,Box 1C,,false,Box 2D,,true,Box 2E,F3,true,Box 2F,F3,false,Box 2G,F3,false,Box 2H,F3,true,Box 2I,F3,true,Box 2J,F3,false,Box 2K,,,,,,,,
25AA03_5K6L,2025-07-07,Box 2A,F4,false,Box 2B,F4,false,Box 1C,,false,Box 2D,,false,Box 2E,F4,false,Box 2F,F4,false,Box 2G,F4,false,Box 2H,F4,false,Box 2I,F4,false,Box 2J,F4,false,Box 2K,,,,,,,,
25AA04_7M8N,2025-07-07,Box 2A,F5,true,Box 2B,F5,false,Box 1C,,false,Box 2D,,true,Box 2E,F5,true,Box 2F,F5,false,Box 2G,F5,false,Box 2H,F5,true,Box 2I,F5,true,Box 2J,F5,false,Box 2K,,,,,,,,
25AA05_9O0P,2025-07-07,Box 2A,F6,true,Box 2B,F6,false,Box 1C,,false,Box 2D,,true,Box 2E,F6,true,Box 2F,F6,false,Box 2G,F6,false,Box 2H,F6,true,Box 2I,F6,true,Box 2J,F6,false,Box 2K,,,,,,,,
25AA06_2Q3R,2025-07-07,Box 2A,F7,true,Box 2B,F7,false,Box 1C,,false,Box 2D,,true,Box 2E,F7,false,Box 2F,F7,false,Box 2G,F7,false,Box 2H,F7,true,Box 2I,F7,true,Box 2J,F7,false,Box 2K,,,,,,,,
25AA07_4S5T,2025-07-07,Box 2A,F8,true,Box 2B,F8,false,Box 1C,,false,Box 2D,,true,Box 2E,F8,true,Box 2F,F8,false,Box 2G,F8,false,Box 2H,F8,true,Box 2I,F8,true,Box 2J,F8,false,Box 2K,,,,,,,,
25AA08_6U7V,2025-07-09,Box 2A,F9,true,Box 2B,F9,true,Box 1C,,false,Box 2D,,true,Box 2E,F9,true,Box 2F,F9,true,Box 2G,F9,false,Box 2H,F9,true,Box 2I,F9,true,Box 2J,F9,false,Box 2K,,,,,,,,
25AA09_8W9X,2025-07-09,Box 2A,G1,true,Box 2B,G1,true,Box 1C,,false,Box 2D,,true,Box 2E,G1,true,Box 2F,G1,true,Box 2G,G1,false,Box 2H,G1,true,Box 2I,G1,true,Box 2J,G1,false,Box 2K,,,,,,,,
25AA10_0Y1Z,2025-07-09,Box 2A,G2,true,Box 2B,G2,true,Box 1C,,false,Box 2D,,true,Box 2E,G2,true,Box 2F,G2,false,Box 2G,G2,false,Box 2H,G2,true,Box 2I,G2,true,Box 2J,G2,false,Box 2K,,,,,,,,
25AA11_3A5B,2025-07-09,Box 2A,G3,true,Box 2B,G3,true,Box 1C,,false,Box 2D,,true,Box 2E,G3,true,Box 2F,G3,false,Box 2G,G3,false,Box 2H,G3,true,Box 2I,G3,true,Box 2J,G3,false,Box 2K,,,,,,,,
25AA12_6C8D,2025-07-09,Box 2A,G4,true,Box 2B,G4,true,Box 1C,,false,Box 2D,,true,Box 2E,G4,true,Box 2F,G4,true,Box 2G,G4,false,Box 2H,G4,true,Box 2I,G4,true,Box 2J,G4,false,Box 2K,,,,,,,,
25AA13_9E1F,2025-07-09,Box 2A,G5,true,Box 2B,G5,true,Box 1C,,false,Box 2D,,true,Box 2E,G5,true,Box 2F,G5,true,Box 2G,G5,false,Box 2H,G5,true,Box 2I,G5,true,Box 2J,G5,false,Box 2K,,,,,,,,
25AA14_2G4H,2025-07-09,Box 2A,G6,true,Box 2B,G6,true,Box 1C,,false,Box 2D,,true,Box 2E,G6,true,Box 2F,G6,false,Box 2G,G6,false,Box 2H,G6,true,Box 2I,G6,true,Box 2J,G6,false,Box 2K,,,,,,,,
25AA15_5I7J,2025-07-09,Box 2A,G7,true,Box 2B,G7,true,Box 1C,,false,Box 2D,,true,Box 2E,G7,true,Box 2F,G7,true,Box 2G,G7,false,Box 2H,G7,true,Box 2I,G7,true,Box 2J,G7,false,Box 2K,,,,,,,,
25AA16_8K0L,2025-07-09,Box 2A,G8,true,Box 2B,G8,true,Box 1C,,false,Box 2D,,true,Box 2E,G8,true,Box 2F,G8,false,Box 2G,G8,false,Box 2H,G8,true,Box 2I,G8,true,Box 2J,G8,false,Box 2K,,,,,,,,
25AA17_3M6N,2025-07-11,Box 2A,G9,true,Box 2B,G9,true,Box 1C,J5,true,Box 2D,,true,Box 2E,G9,true,Box 2F,G9,true,Box 2G,G9,false,Box 2H,G9,true,Box 2I,G9,true,Box 2J,G9,false,Box 2K,,,,,,,,
25AA18_7O9P,2025-07-10,Box 2A,H1,true,Box 2B,H1,true,Box 1C,A5,true,Box 2D,,true,Box 2E,H1,true,Box 2F,H1,true,Box 2G,H1,false,Box 2H,H1,true,Box 2I,H1,true,Box 2J,H1,false,Box 2K,,,true,true,true,,,
25AA19_1Q4R,2025-07-10,Box 2A,H2,true,Box 2B,H2,false,Box 1C,,false,Box 2D,,true,Box 2E,H2,true,Box 2F,H2,true,Box 2G,H2,false,Box 2H,H2,true,Box 2I,H2,true,Box 2J,H2,false,Box 2K,,,true,true,true,,,
25AA20_5S8T,2025-07-10,Box 2A,H3,true,Box 2B,H3,true,Box 1C,J4,true,Box 2D,,true,Box 2E,H3,true,Box 2F,H3,true,Box 2G,H3,false,Box 2H,H3,true,Box 2I,H3,true,Box 2J,H3,false,Box 2K,,,true,true,true,,,
25AA21_9U0V,2025-07-11,Box 2A,H4,true,Box 2B,H4,true,Box 1C,,false,Box 2D,,true,Box 2E,H4,true,Box 2F,H4,false,Box 2G,H4,false,Box 2H,H4,true,Box 2I,H4,true,Box 2J,H4,false,Box 2K,,,true,true,true,,,
25AA22_2W3X,2025-07-11,Box 2A,H5,true,Box 2B,H5,false,Box 1C,,false,Box 2D,,true,Box 2E,H5,true,Box 2F,H5,false,Box 2G,H5,false,Box 2H,H5,true,Box 2I,H5,true,Box 2J,H5,false,Box 2K,,,true,true,true,,,
25AA23_9Y6Z,2025-07-11,Box 2A,H6,true,Box 2B,H6,true,Box 1C,,false,Box 2D,,true,Box 2E,H6,true,Box 2F,H6,false,Box 2G,H6,false,Box 2H,H6,true,Box 2I,H6,true,Box 2J,H6,false,Box 2K,,,true,true,true,,,
25AA24_1B4C,2025-07-11,Box 2A,H7,true,Box 2B,H7,true,Box 1C,,false,Box 2D,,true,Box 2E,H7,true,Box 2F,H7,false,Box 2G,H7,false,Box 2H,H7,true,Box 2I,H7,true,Box 2J,H7,false,Box 2K,,,true,true,true,,,
25AA44,2026-02-04,Box 2A,H8,false,Box 2B,H8,false,Box 1C,,false,Box 2D,,true,Box 2E,H8,false,Box 2F,H8,false,Box 2G,H8,false,Box 2H,H8,false,Box 2I,H8,false,Box 2J,H8,false,Box 2K,,,,,,,,
25AB01_7D0E,2025-07-28,Box 2A,H9,true,Box 2B,H9,true,Box 1C,,false,Box 2D,,true,Box 2E,H9,true,Box 2F,H9,false,Box 2G,H9,false,Box 2H,H9,true,Box 2I,H9,true,Box 2J,H9,false,Box 2K,,,true,true,true,,,
25AB02_3F6G,2025-07-28,Box 2A,I1,true,Box 2B,I1,true,Box 1C,A6,true,Box 2D,,true,Box 2E,I1,true,Box 2F,I1,false,Box 2G,I1,false,Box 2H,I1,true,Box 2I,I1,true,Box 2J,I1,false,Box 2K,,,true,true,false,,,
25AB03_9H2I,2025-07-28,Box 2A,I2,true,Box 2B,I2,true,Box 1C,,false,Box 2D,,true,Box 2E,I2,true,Box 2F,I2,false,Box 2G,I2,false,Box 2H,I2,true,Box 2I,I2,true,Box 2J,I2,false,Box 2K,,,true,true,false,,,
25AB04_5J8K,2025-07-28,Box 2A,I3,true,Box 2B,I3,true,Box 1C,,false,Box 2D,,true,Box 2E,I3,true,Box 2F,I3,false,Box 2G,I3,false,Box 2H,I3,true,Box 2I,I3,true,Box 2J,I3,false,Box 2K,,,true,true,true,,,
25AB05_1L3M,2025-07-28,Box 2A,I4,true,Box 2B,I4,true,Box 1C,A7,true,Box 2D,,true,Box 2E,I4,true,Box 2F,I4,false,Box 2G,I4,false,Box 2H,I4,true,Box 2I,I4,true,Box 2J,I4,false,Box 2K,,,true,true,true,,,
25AB06_7N0O,2025-07-28,Box 2A,I5,true,Box 2B,I5,true,Box 1C,A8,true,Box 2D,,true,Box 2E,I5,true,Box 2F,I5,false,Box 2G,I5,false,Box 2H,I5,true,Box 2I,I5,true,Box 2J,I5,false,Box 2K,,,true,true,false,,,
25AB07_4P6Q,2025-07-28,Box 2A,I6,true,Box 2B,I6,true,Box 1C,A9,true,Box 2D,,true,Box 2E,I6,true,Box 2F,I6,false,Box 2G,I6,false,Box 2H,I6,true,Box 2I,I6,true,Box 2J,I6,false,Box 2K,,,true,true,true,,,
25AB08_9R1S,2025-07-28,Box 2A,I7,true,Box 2B,I7,true,Box 1C,,false,Box 2D,,true,Box 2E,I7,true,Box 2F,I7,false,Box 2G,I7,false,Box 2H,I7,true,Box 2I,I7,true,Box 2J,I7,false,Box 2K,,,true,true,false,,,
25AB09_3T7U,2025-07-28,Box 2A,I8,true,Box 2B,I8,true,Box 1C,B1,true,Box 2D,,true,Box 2E,I8,true,Box 2F,I8,false,Box 2G,I8,false,Box 2H,I8,true,Box 2I,I8,true,Box 2J,I8,false,Box 2K,,,true,true,true,,,
25AB10_8V0W,2025-07-28,Box 2A,I9,true,Box 2B,I9,true,Box 1C,B2,true,Box 2D,,true,Box 2E,I9,true,Box 2F,I9,false,Box 2G,I9,false,Box 2H,I9,true,Box 2I,I9,true,Box 2J,I9,false,Box 2K,,,true,true,false,,,
25AB11_4X9Y,2025-07-28,Box 3A,A1,true,Box 3B,A1,true,Box 1C,B3,true,Box 3D,,true,Box 3E,A1,true,Box 3F,A1,false,Box 3G,A1,false,Box 3H,A1,true,Box 3I,A1,true,Box 3J,A1,false,Box 3K,,,true,true,true,,,
25AB12_1Z3A,2025-07-28,Box 3A,A2,true,Box 3B,A2,true,Box 1C,B4,true,Box 3D,,true,Box 3E,A2,true,Box 3F,A2,false,Box 3G,A2,false,Box 3H,A2,true,Box 3I,A2,true,Box 3J,A2,false,Box 3K,,,true,true,false,,,
25AB13_6B0C,2025-07-28,Box 3A,A3,true,Box 3B,A3,true,Box 1C,B5,true,Box 3D,,true,Box 3E,A3,true,Box 3F,A3,false,Box 3G,A3,false,Box 3H,A3,true,Box 3I,A3,true,Box 3J,A3,false,Box 3K,,,true,true,false,,,
25AB14_2D8E,2025-07-28,Box 3A,A4,true,Box 3B,A4,true,Box 1C,,false,Box 3D,,true,Box 3E,A4,true,Box 3F,A4,false,Box 3G,A4,false,Box 3H,A4,true,Box 3I,A4,true,Box 3J,A4,false,Box 3K,,,true,true,true,,,
25AB15_7F3G,2025-07-29,Box 3A,A5,true,Box 3B,A5,true,Box 1C,B6,true,Box 3D,,true,Box 3E,A5,true,Box 3F,A5,false,Box 3G,A5,false,Box 3H,A5,true,Box 3I,A5,true,Box 3J,A5,false,Box 3K,,,true,true,true,,,
25AB16_0H6I,2025-07-29,Box 3A,A6,true,Box 3B,A6,true,Box 1C,B7,true,Box 3D,,true,Box 3E,A6,true,Box 3F,A6,false,Box 3G,A6,false,Box 3H,A6,true,Box 3I,A6,true,Box 3J,A6,false,Box 3K,,,true,true,true,,,
25AB17_4J9K,2025-07-29,Box 3A,A7,true,Box 3B,A7,true,Box 1C,B8,true,Box 3D,,true,Box 3E,A7,true,Box 3F,A7,false,Box 3G,A7,false,Box 3H,A7,true,Box 3I,A7,true,Box 3J,A7,false,Box 3K,,,true,true,true,,,
25AB18_8L1M,2025-07-29,Box 3A,A8,true,Box 3B,A8,true,Box 1C,B9,true,Box 3D,,true,Box 3E,A8,true,Box 3F,A8,false,Box 3G,A8,false,Box 3H,A8,true,Box 3I,A8,true,Box 3J,A8,false,Box 3K,,,true,true,true,,,
25AB19_3N7O,2025-07-29,Box 3A,A9,true,Box 3B,A9,true,Box 1C,C1,true,Box 3D,,true,Box 3E,A9,true,Box 3F,A9,false,Box 3G,A9,false,Box 3H,A9,true,Box 3I,A9,true,Box 3J,A9,false,Box 3K,,,true,true,true,,,
25AB20_9P0O,2025-07-29,Box 3A,B1,true,Box 3B,B1,true,Box 1C,C2,true,Box 3D,,true,Box 3E,B1,true,Box 3F,B1,false,Box 3G,B1,false,Box 3H,B1,true,Box 3I,B1,true,Box 3J,B1,false,Box 3K,,,true,true,true,,,
25AB21_5R2S,2025-07-29,Box 3A,B2,true,Box 3B,B2,true,Box 1C,C3,true,Box 3D,,true,Box 3E,B2,true,Box 3F,B2,false,Box 3G,B2,false,Box 3H,B2,true,Box 3I,B2,true,Box 3J,B2,false,Box 3K,,,,,,,,
25AB22_7T3U,2025-07-29,Box 3A,B3,true,Box 3B,B3,true,Box 1C,C4,true,Box 3D,,true,Box 3E,B3,true,Box 3F,B3,false,Box 3G,B3,false,Box 3H,B3,true,Box 3I,B3,true,Box 3J,B3,false,Box 3K,,,,,,,,
25AB23_0V4W,2025-07-29,Box 3A,B4,true,Box 3B,B4,true,Box 1C,C5,true,Box 3D,,true,Box 3E,B4,true,Box 3F,B4,false,Box 3G,B4,false,Box 3H,B4,true,Box 3I,B4,true,Box 3J,B4,false,Box 3K,,,,,,,,
25AB24_6X9Y,2025-07-29,Box 3A,B5,true,Box 3B,B5,true,Box 1C,C6,true,Box 3D,,true,Box 3E,B5,true,Box 3F,B5,false,Box 3G,B5,false,Box 3H,B5,true,Box 3I,B5,true,Box 3J,B5,false,Box 3K,,,,,,,,
25AB25_3Z1A,2025-07-29,Box 3A,B6,true,Box 3B,B6,true,Box 1C,C7,true,Box 3D,,true,Box 3E,B6,true,Box 3F,B6,false,Box 3G,B6,false,Box 3H,B6,true,Box 3I,B6,true,Box 3J,B6,false,Box 3K,,,,,,,,
25AB26_8B4C,2025-07-30,Box 3A,B7,true,Box 3B,B7,true,Box 1C,C8,true,Box 3D,,true,Box 3E,B7,true,Box 3F,B7,false,Box 3G,B7,false,Box 3H,B7,true,Box 3I,B7,true,Box 3J,B7,,Box 3K,,,,,,,,
25AB27_0D7E,2025-07-30,Box 3A,B8,true,Box 3B,B8,true,Box 1C,C9,true,Box 3D,,true,Box 3E,B8,true,Box 3F,B8,false,Box 3G,B8,false,Box 3H,B8,true,Box 3I,B8,true,Box 3J,B8,,Box 3K,,,,,,,,
25AB28_6F96,2025-07-30,Box 3A,B9,true,Box 3B,B9,true,Box 1C,D1,true,Box 3D,,true,Box 3E,B9,true,Box 3F,B9,false,Box 3G,B9,false,Box 3H,B9,true,Box 3I,B9,true,Box 3J,B9,,Box 3K,,,,,,,,
25AB29_2H41,2025-07-30,Box 3A,C1,true,Box 3B,C1,true,Box 1C,D2,true,Box 3D,,true,Box 3E,C1,true,Box 3F,C1,false,Box 3G,C1,false,Box 3H,C1,true,Box 3I,C1,true,Box 3J,C1,,Box 3K,,,,,,,,
25AB30_9J3K,2025-07-30,Box 3A,C2,true,Box 3B,C2,true,Box 1C,D3,true,Box 3D,,true,Box 3E,C2,true,Box 3F,C2,false,Box 3G,C2,false,Box 3H,C2,true,Box 3I,C2,true,Box 3J,C2,,Box 3K,,,,,,,,
25AB31_1L5M,2025-07-30,Box 3A,C3,true,Box 3B,C3,true,Box 1C,,false,Box 3D,,true,Box 3E,C3,false,Box 3F,C3,false,Box 3G,C3,false,Box 3H,C3,true,Box 3I,C3,false,Box 3J,C3,,Box 3K,,,,,,,,
25AB32_4N80,2025-07-30,Box 3A,C4,true,Box 3B,C4,true,Box 1C,D4,true,Box 3D,,true,Box 3E,C4,true,Box 3F,C4,false,Box 3G,C4,false,Box 3H,C4,true,Box 3I,C4,true,Box 3J,C4,,Box 3K,,,,,,,,
25AB33_7B1Q,2025-07-30,Box 3A,C5,true,Box 3B,C5,true,Box 1C,D5,true,Box 3D,,true,Box 3E,C5,true,Box 3F,C5,false,Box 3G,C5,false,Box 3H,C5,true,Box 3I,C5,true,Box 3J,C5,,Box 3K,,,,,,,,
25AB34_0R5S,2025-07-30,Box 3A,C6,true,Box 3B,C6,true,Box 1C,D6,true,Box 3D,,true,Box 3E,C6,true,Box 3F,C6,false,Box 3G,C6,false,Box 3H,C6,true,Box 3I,C6,true,Box 3J,C6,,Box 3K,,,,,,,,
25AB35_6T3U,2025-07-30,Box 3A,C7,true,Box 3B,C7,true,Box 1C,,false,Box 3D,,true,Box 3E,C7,true,Box 3F,C7,false,Box 3G,C7,false,Box 3H,C7,true,Box 3I,C7,true,Box 3J,C7,,Box 3K,,,,,,,,
25AB36_1V8W,2025-07-30,Box 3A,C8,true,Box 3B,C8,true,Box 1C,D7,true,Box 3D,,true,Box 3E,C8,true,Box 3F,C8,false,Box 3G,C8,false,Box 3H,C8,true,Box 3I,C8,true,Box 3J,C8,,Box 3K,,,,,,,,
25AB37_4X2Y,2025-07-31,Box 3A,C9,true,Box 3B,C9,true,Box 1C,D8,true,Box 3D,,true,Box 3E,C9,true,Box 3F,C9,false,Box 3G,C9,false,Box 3H,C9,true,Box 3I,C9,true,Box 3J,C9,,Box 3K,,,,,,,,
25AB38_9Z5A,2025-07-31,Box 3A,D1,true,Box 3B,D1,true,Box 1C,D9,true,Box 3D,,true,Box 3E,D1,true,Box 3F,D1,false,Box 3G,D1,false,Box 3H,D1,true,Box 3I,D1,true,Box 3J,D1,,Box 3K,,,,,,,,
25AB39_3B7C,2025-07-31,Box 3A,D2,true,Box 3B,D2,true,Box 1C,E1,true,Box 3D,,true,Box 3E,D2,true,Box 3F,D2,false,Box 3G,D2,false,Box 3H,D2,true,Box 3I,D2,true,Box 3J,D2,,Box 3K,,,,,,,,
25AB40_8DOE,2025-07-31,Box 3A,D3,true,Box 3B,D3,true,Box 1C,E2,true,Box 3D,,true,Box 3E,D3,true,Box 3F,D3,false,Box 3G,D3,false,Box 3H,D3,true,Box 3I,D3,true,Box 3J,D3,,Box 3K,,,,,,,,
25AB41_5F9G,2025-07-31,Box 3A,D4,true,Box 3B,D4,true,Box 1C,E3,true,Box 3D,,true,Box 3E,D4,true,Box 3F,D4,false,Box 3G,D4,false,Box 3H,D4,true,Box 3I,D4,true,Box 3J,D4,,Box 3K,,,,,,,,
25AB42_2H6I,2025-07-31,Box 3A,D5,true,Box 3B,D5,true,Box 1C,E4,true,Box 3D,,true,Box 3E,D5,true,Box 3F,D5,false,Box 3G,D5,false,Box 3H,D5,true,Box 3I,D5,true,Box 3J,D5,,Box 3K,,,,,,,,
25AB43_0J4K,2025-07-31,Box 3A,D6,true,Box 3B,D6,true,Box 1C,E5,true,Box 3D,,true,Box 3E,D6,true,Box 3F,D6,false,Box 3G,D6,false,Box 3H,D6,true,Box 3I,D6,true,Box 3J,D6,,Box 3K,,,,,,,,
25AB44_7L1M,2025-07-31,Box 3A,D7,true,Box 3B,D7,true,Box 1C,E6,true,Box 3D,,true,Box 3E,D7,true,Box 3F,D7,false,Box 3G,D7,false,Box 3H,D7,true,Box 3I,D7,true,Box 3J,D7,,Box 3K,,,,,,,,
25AB45_3N8O,2025-07-31,Box 3A,D8,true,Box 3B,D8,true,Box 1C,E7,true,Box 3D,,true,Box 3E,D8,true,Box 3F,D8,false,Box 3G,D8,false,Box 3H,D8,true,Box 3I,D8,true,Box 3J,D8,,Box 3K,,,,,,,,
25AB46_9PSQ,2025-07-31,Box 3A,D9,true,Box 3B,D9,true,Box 1C,E8,true,Box 3D,,true,Box 3E,D9,true,Box 3F,D9,false,Box 3G,D9,false,Box 3H,D9,true,Box 3I,D9,true,Box 3J,D9,,Box 3K,,,,,,,,
25AB47_2ROS,2025-08-01,Box 3A,E1,true,Box 3B,E1,true,Box 1C,E9,true,Box 3D,,true,Box 3E,E1,true,Box 3F,E1,false,Box 3G,E1,false,Box 3H,E1,true,Box 3I,E1,true,Box 3J,E1,,Box 3K,,,,,,,,
